step,time_s,KE_J,PE_J,Etot_J,T_kin_K,P_Pa,Uext_J
6240,6.240000000e-09,6.461344991e-16,1.239409827e-20,4.124858751e-16,1.559977709e+04,4.307604623e-07,-2.336610181e-16
6250,6.250000000e-09,6.472286547e-16,1.234646047e-20,4.124911645e-16,1.562619354e+04,4.314898853e-07,-2.347498366e-16
6260,6.260000000e-09,6.483626901e-16,1.247471466e-20,4.124902191e-16,1.565357283e+04,4.322459502e-07,-2.358849457e-16
6270,6.270000000e-09,6.494877562e-16,1.263454473e-20,4.124905500e-16,1.568073556e+04,4.329960441e-07,-2.370098408e-16
6280,6.280000000e-09,6.505284179e-16,1.265302956e-20,4.124897777e-16,1.570586050e+04,4.336898272e-07,-2.380512931e-16
6290,6.290000000e-09,6.515059094e-16,1.276931478e-20,4.124923791e-16,1.572946031e+04,4.343415226e-07,-2.390262997e-16
6300,6.300000000e-09,6.525284457e-16,1.266397471e-20,4.124910359e-16,1.575414764e+04,4.350231837e-07,-2.400500738e-16
6310,6.310000000e-09,6.535842948e-16,1.268374138e-20,4.124956608e-16,1.577963926e+04,4.357270900e-07,-2.411013178e-16
6320,6.320000000e-09,6.544748129e-16,1.281344298e-20,4.125053647e-16,1.580113924e+04,4.363208114e-07,-2.419822617e-16
6330,6.330000000e-09,6.552973884e-16,1.293881775e-20,4.124993948e-16,1.582099888e+04,4.368692367e-07,-2.428109324e-16
6340,6.340000000e-09,6.561605776e-16,1.303675171e-20,4.125040620e-16,1.584183906e+04,4.374447304e-07,-2.436695523e-16
6350,6.350000000e-09,6.569773910e-16,1.312186699e-20,4.125013461e-16,1.586155958e+04,4.379893055e-07,-2.444891667e-16
6360,6.360000000e-09,6.579037940e-16,1.324100031e-20,4.124883638e-16,1.588392594e+04,4.386069421e-07,-2.454286712e-16
6370,6.370000000e-09,6.588718332e-16,1.330993572e-20,4.124990479e-16,1.590729754e+04,4.392523245e-07,-2.463860952e-16
6380,6.380000000e-09,6.598216252e-16,1.343215233e-20,4.124971664e-16,1.593022859e+04,4.398855597e-07,-2.473378910e-16
6390,6.390000000e-09,6.607844101e-16,1.347764582e-20,4.124914085e-16,1.595347333e+04,4.405274310e-07,-2.483064792e-16
6400,6.400000000e-09,6.618960877e-16,1.339442085e-20,4.124881904e-16,1.598031283e+04,4.412685225e-07,-2.494212917e-16
6410,6.410000000e-09,6.629832274e-16,1.333197328e-20,4.124992008e-16,1.600655990e+04,4.419932615e-07,-2.504973586e-16
6420,6.420000000e-09,6.640531788e-16,1.332503561e-20,4.124936852e-16,1.603239198e+04,4.427065605e-07,-2.515728187e-16
6430,6.430000000e-09,6.651652225e-16,1.340959943e-20,4.124951513e-16,1.605924032e+04,4.434479542e-07,-2.526834808e-16
6440,6.440000000e-09,6.661979419e-16,1.358170481e-20,4.125058554e-16,1.608417350e+04,4.441364881e-07,-2.537056682e-16
6450,6.450000000e-09,6.671723947e-16,1.378853936e-20,4.125054106e-16,1.610769995e+04,4.447861908e-07,-2.546807726e-16
6460,6.460000000e-09,6.681651762e-16,1.383032430e-20,4.125028497e-16,1.613166890e+04,4.454480587e-07,-2.556761568e-16
6470,6.470000000e-09,6.693184510e-16,1.390578553e-20,4.124967420e-16,1.615951269e+04,4.462169329e-07,-2.568356148e-16
6480,6.480000000e-09,6.706564175e-16,1.400305235e-20,4.124829244e-16,1.619181553e+04,4.471089460e-07,-2.581874962e-16
6490,6.490000000e-09,6.720584674e-16,1.423164186e-20,4.124906655e-16,1.622566555e+04,4.480437204e-07,-2.595820335e-16
6500,6.500000000e-09,6.733975244e-16,1.428536084e-20,4.124910234e-16,1.625799472e+04,4.489364461e-07,-2.609207864e-16
6510,6.510000000e-09,6.747399128e-16,1.450909636e-20,4.124867646e-16,1.629040431e+04,4.498314444e-07,-2.622676573e-16
6520,6.520000000e-09,6.760629003e-16,1.494794216e-20,4.124935416e-16,1.632234551e+04,4.507135771e-07,-2.635843067e-16
6530,6.530000000e-09,6.774282228e-16,1.507810171e-20,4.124913150e-16,1.635530882e+04,4.516238387e-07,-2.649519860e-16
6540,6.540000000e-09,6.787929328e-16,1.524692406e-20,4.124867498e-16,1.638825733e+04,4.525337045e-07,-2.663214299e-16
6550,6.550000000e-09,6.801470247e-16,1.553656106e-20,4.124945705e-16,1.642094949e+04,4.534365276e-07,-2.676679908e-16
6560,6.560000000e-09,6.814984374e-16,1.574929980e-20,4.124935314e-16,1.645357696e+04,4.543375403e-07,-2.690206553e-16
6570,6.570000000e-09,6.828840806e-16,1.587843993e-20,4.125046950e-16,1.648703087e+04,4.552613494e-07,-2.703952641e-16
6580,6.580000000e-09,6.840793885e-16,1.605074561e-20,4.125033669e-16,1.651588947e+04,4.560582752e-07,-2.715920723e-16
6590,6.590000000e-09,6.851604520e-16,1.626683997e-20,4.125042025e-16,1.654198984e+04,4.567790382e-07,-2.726725163e-16
6600,6.600000000e-09,6.861880978e-16,1.616364925e-20,4.125027354e-16,1.656680054e+04,4.574641211e-07,-2.737015261e-16
6610,6.610000000e-09,6.871729252e-16,1.618567903e-20,4.125165088e-16,1.659057746e+04,4.581206799e-07,-2.746726021e-16
6620,6.620000000e-09,6.879770740e-16,1.635198829e-20,4.125153258e-16,1.660999221e+04,4.586568333e-07,-2.754781002e-16
6630,6.630000000e-09,6.888193484e-16,1.662033719e-20,4.125220846e-16,1.663032744e+04,4.592184382e-07,-2.763138841e-16
6640,6.640000000e-09,6.895305581e-16,1.678737289e-20,4.125422904e-16,1.664749834e+04,4.596926349e-07,-2.770050550e-16
6650,6.650000000e-09,6.900969051e-16,1.700766392e-20,4.125420856e-16,1.666117179e+04,4.600702720e-07,-2.775718272e-16
6660,6.660000000e-09,6.908057263e-16,1.719528022e-20,4.125359277e-16,1.667828503e+04,4.605428815e-07,-2.782869939e-16
6670,6.670000000e-09,6.916377670e-16,1.737221784e-20,4.125333185e-16,1.669837318e+04,4.610976349e-07,-2.791218207e-16
6680,6.680000000e-09,6.926264667e-16,1.740597105e-20,4.125209117e-16,1.672224359e+04,4.617567789e-07,-2.801229610e-16
6690,6.690000000e-09,6.937375588e-16,1.729643763e-20,4.125212120e-16,1.674906895e+04,4.624974782e-07,-2.812336433e-16
6700,6.700000000e-09,6.948060175e-16,1.743722255e-20,4.125179826e-16,1.677486500e+04,4.632098240e-07,-2.823054721e-16
6710,6.710000000e-09,6.959281401e-16,1.748654644e-20,4.125195268e-16,1.680195667e+04,4.639579223e-07,-2.834260998e-16
6720,6.720000000e-09,6.969894404e-16,1.758692028e-20,4.125171403e-16,1.682757989e+04,4.646654891e-07,-2.844898871e-16
6730,6.730000000e-09,6.979865239e-16,1.760773895e-20,4.125144116e-16,1.685165271e+04,4.653302202e-07,-2.854897201e-16
6740,6.740000000e-09,6.988051286e-16,1.772298312e-20,4.125268438e-16,1.687141648e+04,4.658759944e-07,-2.862960077e-16
6750,6.750000000e-09,6.995601878e-16,1.784896995e-20,4.125252092e-16,1.688964605e+04,4.663794127e-07,-2.870528277e-16
6760,6.760000000e-09,7.004029220e-16,1.812650880e-20,4.125193078e-16,1.690999238e+04,4.669413227e-07,-2.879017407e-16
6770,6.770000000e-09,7.013309983e-16,1.837164350e-20,4.125218144e-16,1.693239914e+04,4.675601209e-07,-2.888275555e-16
6780,6.780000000e-09,7.022601703e-16,1.848561078e-20,4.125158325e-16,1.695483236e+04,4.681796036e-07,-2.897628234e-16
6790,6.790000000e-09,7.030010203e-16,1.849428016e-20,4.125324516e-16,1.697271888e+04,4.686735096e-07,-2.904870630e-16
6800,6.800000000e-09,7.036017201e-16,1.856130984e-20,4.125295387e-16,1.698722171e+04,4.690740004e-07,-2.910907427e-16
6810,6.810000000e-09,7.042597327e-16,1.851436933e-20,4.125296108e-16,1.700310827e+04,4.695126625e-07,-2.917486363e-16
6820,6.820000000e-09,7.049668250e-16,1.850892769e-20,4.125259759e-16,1.702017976e+04,4.699840547e-07,-2.924593581e-16
6830,6.830000000e-09,7.055937678e-16,1.854223478e-20,4.125383053e-16,1.703531619e+04,4.704020296e-07,-2.930740047e-16
6840,6.840000000e-09,7.059908329e-16,1.889006330e-20,4.125402156e-16,1.704490262e+04,4.706668513e-07,-2.934695073e-16
6850,6.850000000e-09,7.064205065e-16,1.911052007e-20,4.125372256e-16,1.705527633e+04,4.709533724e-07,-2.939023914e-16
6860,6.860000000e-09,7.069785200e-16,1.926272201e-20,4.125351847e-16,1.706874859e+04,4.713254298e-07,-2.944625980e-16
6870,6.870000000e-09,7.074423918e-16,1.922008064e-20,4.125364415e-16,1.707994795e+04,4.716346678e-07,-2.949251704e-16
6880,6.880000000e-09,7.079101572e-16,1.928634601e-20,4.125374435e-16,1.709124132e+04,4.719465307e-07,-2.953920001e-16
6890,6.890000000e-09,7.083320470e-16,1.909487820e-20,4.125381020e-16,1.710142711e+04,4.722277293e-07,-2.958130399e-16
6900,6.900000000e-09,7.087199550e-16,1.901087921e-20,4.125539897e-16,1.711079246e+04,4.724863096e-07,-2.961849762e-16
6910,6.910000000e-09,7.090509732e-16,1.905493058e-20,4.125513472e-16,1.711878431e+04,4.727070016e-07,-2.965186809e-16
6920,6.920000000e-09,7.093929424e-16,1.914660196e-20,4.125584183e-16,1.712704055e+04,4.729350098e-07,-2.968536707e-16
6930,6.930000000e-09,7.097052598e-16,1.922411649e-20,4.125501788e-16,1.713458091e+04,4.731432460e-07,-2.971743051e-16
6940,6.940000000e-09,7.099966437e-16,1.906678930e-20,4.125543569e-16,1.714161586e+04,4.733374535e-07,-2.974613536e-16
6950,6.950000000e-09,7.101785850e-16,1.916137225e-20,4.125565186e-16,1.714600851e+04,4.734587773e-07,-2.976412278e-16
6960,6.960000000e-09,7.102619388e-16,1.933792989e-20,4.125485825e-16,1.714802094e+04,4.735144039e-07,-2.977326943e-16
6970,6.970000000e-09,7.103507409e-16,1.941888171e-20,4.125449473e-16,1.715016491e+04,4.735736319e-07,-2.978252124e-16
6980,6.980000000e-09,7.105041938e-16,1.921645246e-20,4.125429991e-16,1.715386976e+04,4.736758695e-07,-2.979804111e-16
6990,6.990000000e-09,7.105135234e-16,1.926894573e-20,4.125437570e-16,1.715409500e+04,4.736821074e-07,-2.979890353e-16
7000,7.000000000e-09,7.105570466e-16,1.928447238e-20,4.125510226e-16,1.715514579e+04,4.737111258e-07,-2.980253084e-16
7010,7.010000000e-09,7.106746647e-16,1.923340087e-20,4.125386481e-16,1.715798548e+04,4.737895204e-07,-2.981552500e-16
7020,7.020000000e-09,7.109815101e-16,1.917017509e-20,4.125318446e-16,1.716539372e+04,4.739940723e-07,-2.984688357e-16
7030,7.030000000e-09,7.113372373e-16,1.926754834e-20,4.125271396e-16,1.717398212e+04,4.742312466e-07,-2.988293653e-16
7040,7.040000000e-09,7.117196955e-16,1.920884183e-20,4.125214744e-16,1.718321590e+04,4.744862000e-07,-2.992174299e-16
7050,7.050000000e-09,7.121604441e-16,1.906912833e-20,4.125317410e-16,1.719385700e+04,4.747799865e-07,-2.996477722e-16
7060,7.060000000e-09,7.123669771e-16,1.900490013e-20,4.125415095e-16,1.719884337e+04,4.749176555e-07,-2.998444725e-16
7070,7.070000000e-09,7.124246233e-16,1.903237967e-20,4.125458777e-16,1.720023514e+04,4.749560940e-07,-2.998977780e-16
7080,7.080000000e-09,7.124829597e-16,1.901029785e-20,4.125465250e-16,1.720164357e+04,4.749949769e-07,-2.999554450e-16
7090,7.090000000e-09,7.124592443e-16,1.893744248e-20,4.125488593e-16,1.720107100e+04,4.749791437e-07,-2.999293224e-16
7100,7.100000000e-09,7.124173680e-16,1.878606864e-20,4.125472639e-16,1.720005997e+04,4.749511856e-07,-2.998888902e-16
7110,7.110000000e-09,7.123699685e-16,1.871858557e-20,4.125461788e-16,1.719891559e+04,4.749195542e-07,-2.998425083e-16
7120,7.120000000e-09,7.123301348e-16,1.875952192e-20,4.125503376e-16,1.719795388e+04,4.748930095e-07,-2.997985567e-16
7130,7.130000000e-09,7.122639254e-16,1.877189814e-20,4.125509878e-16,1.719635537e+04,4.748488735e-07,-2.997317095e-16
7140,7.140000000e-09,7.122109731e-16,1.875250782e-20,4.125606630e-16,1.719507693e+04,4.748135656e-07,-2.996690626e-16
7150,7.150000000e-09,7.119765048e-16,1.861577046e-20,4.125642859e-16,1.718941611e+04,4.746572085e-07,-2.994308346e-16
7160,7.160000000e-09,7.116528399e-16,1.870065151e-20,4.125636563e-16,1.718160179e+04,4.744414090e-07,-2.991078842e-16
7170,7.170000000e-09,7.112796170e-16,1.862299554e-20,4.125715849e-16,1.717259098e+04,4.741926124e-07,-2.987266551e-16
7180,7.180000000e-09,7.107353014e-16,1.844171443e-20,4.125718878e-16,1.715944944e+04,4.738296808e-07,-2.981818553e-16
7190,7.190000000e-09,7.101003589e-16,1.831560693e-20,4.125867894e-16,1.714411988e+04,4.734063443e-07,-2.975318851e-16
7200,7.200000000e-09,7.092785127e-16,1.820424437e-20,4.125912439e-16,1.712427785e+04,4.728584101e-07,-2.967054730e-16
7210,7.210000000e-09,7.083827824e-16,1.813284132e-20,4.125951058e-16,1.710265202e+04,4.722612321e-07,-2.958058094e-16
7220,7.220000000e-09,7.074355008e-16,1.799158514e-20,4.125964566e-16,1.707978158e+04,4.716296647e-07,-2.948570358e-16
7230,7.230000000e-09,7.065282166e-16,1.791313260e-20,4.125977884e-16,1.705787680e+04,4.710247817e-07,-2.939483413e-16
7240,7.240000000e-09,7.056471959e-16,1.781522943e-20,4.125960693e-16,1.703660612e+04,4.704374020e-07,-2.930689419e-16
7250,7.250000000e-09,7.048152462e-16,1.777364069e-20,4.126011272e-16,1.701652016e+04,4.698827544e-07,-2.922318926e-16
7260,7.260000000e-09,7.039332492e-16,1.775909011e-20,4.125955084e-16,1.699522590e+04,4.692947501e-07,-2.913554999e-16
7270,7.270000000e-09,7.030350710e-16,1.769280139e-20,4.126043410e-16,1.697354097e+04,4.686959426e-07,-2.904484229e-16
7280,7.280000000e-09,7.020167668e-16,1.748766069e-20,4.126013200e-16,1.694895581e+04,4.680170073e-07,-2.894329345e-16
7290,7.290000000e-09,7.010956447e-16,1.724125111e-20,4.125984567e-16,1.692671695e+04,4.674028441e-07,-2.885144293e-16
7300,7.300000000e-09,7.001105932e-16,1.709574234e-20,4.126028593e-16,1.690293462e+04,4.667460947e-07,-2.875248297e-16
7310,7.310000000e-09,6.991448356e-16,1.699403797e-20,4.126018355e-16,1.687961810e+04,4.661022231e-07,-2.865599942e-16
7320,7.320000000e-09,6.981499221e-16,1.693453092e-20,4.126072702e-16,1.685559767e+04,4.654389265e-07,-2.855595865e-16
7330,7.330000000e-09,6.971936532e-16,1.686979356e-20,4.126066870e-16,1.683251025e+04,4.648013931e-07,-2.846038360e-16
7340,7.340000000e-09,6.963577682e-16,1.682396801e-20,4.126018083e-16,1.681232928e+04,4.642441223e-07,-2.837727839e-16
7350,7.350000000e-09,6.956058183e-16,1.679758882e-20,4.126030625e-16,1.679417478e+04,4.637428123e-07,-2.830195534e-16
7360,7.360000000e-09,6.948927737e-16,1.686523007e-20,4.125940555e-16,1.677695957e+04,4.632674438e-07,-2.823155834e-16
7370,7.370000000e-09,6.941341984e-16,1.661466388e-20,4.125957319e-16,1.675864511e+04,4.627616701e-07,-2.815550811e-16
7380,7.380000000e-09,6.931277052e-16,1.650636975e-20,4.126077264e-16,1.673434511e+04,4.620906385e-07,-2.805364852e-16
7390,7.390000000e-09,6.921111405e-16,1.637426530e-20,4.126021637e-16,1.670980195e+04,4.614128845e-07,-2.795253510e-16
7400,7.400000000e-09,6.911621894e-16,1.626265829e-20,4.125896224e-16,1.668689120e+04,4.607802134e-07,-2.785888297e-16
7410,7.410000000e-09,6.903284574e-16,1.612828984e-20,4.125826633e-16,1.666676221e+04,4.602243502e-07,-2.777619224e-16
7420,7.420000000e-09,6.895469329e-16,1.606084079e-20,4.125845418e-16,1.664789368e+04,4.597033093e-07,-2.769784519e-16
7430,7.430000000e-09,6.887624300e-16,1.605879525e-20,4.125757600e-16,1.662895324e+04,4.591803058e-07,-2.762027288e-16
7440,7.440000000e-09,6.880594520e-16,1.600261205e-20,4.125772884e-16,1.661198108e+04,4.587116344e-07,-2.754981662e-16
7450,7.450000000e-09,6.874310838e-16,1.567323818e-20,4.125794212e-16,1.659681024e+04,4.582926353e-07,-2.748673358e-16
7460,7.460000000e-09,6.867174798e-16,1.572225609e-20,4.125747577e-16,1.657958153e+04,4.578168941e-07,-2.741584444e-16
7470,7.470000000e-09,6.861406327e-16,1.563658285e-20,4.125672096e-16,1.656565458e+04,4.574323013e-07,-2.735890597e-16
7480,7.480000000e-09,6.856942315e-16,1.554755639e-20,4.125622670e-16,1.655487701e+04,4.571346702e-07,-2.731475121e-16
7490,7.490000000e-09,6.852637472e-16,1.547919091e-20,4.125694760e-16,1.654448372e+04,4.568476574e-07,-2.727097503e-16
7500,7.500000000e-09,6.847288149e-16,1.540718601e-20,4.125644635e-16,1.653156873e+04,4.564910113e-07,-2.721797586e-16
7510,7.510000000e-09,6.842119881e-16,1.535972992e-20,4.125659872e-16,1.651909086e+04,4.561464425e-07,-2.716613607e-16
7520,7.520000000e-09,6.836735684e-16,1.525647119e-20,4.125780143e-16,1.650609166e+04,4.557874627e-07,-2.711108106e-16
7530,7.530000000e-09,6.828564054e-16,1.499398281e-20,4.125869439e-16,1.648636270e+04,4.552426018e-07,-2.702844555e-16
7540,7.540000000e-09,6.819219480e-16,1.474562092e-20,4.125828179e-16,1.646380188e+04,4.546195487e-07,-2.693538758e-16
7550,7.550000000e-09,6.811288307e-16,1.459578440e-20,4.125762254e-16,1.644465346e+04,4.540907527e-07,-2.685672011e-16
7560,7.560000000e-09,6.802826385e-16,1.449335315e-20,4.125840723e-16,1.642422364e+04,4.535265882e-07,-2.677130595e-16
7570,7.570000000e-09,6.792567223e-16,1.430260594e-20,4.126019532e-16,1.639945471e+04,4.528425846e-07,-2.666690716e-16
7580,7.580000000e-09,6.781981865e-16,1.418793081e-20,4.125922511e-16,1.637389823e+04,4.521368678e-07,-2.656201234e-16
7590,7.590000000e-09,6.772305048e-16,1.416827697e-20,4.125896657e-16,1.635053526e+04,4.514917265e-07,-2.646550074e-16
7600,7.600000000e-09,6.761764624e-16,1.412489861e-20,4.126004165e-16,1.632508727e+04,4.507890166e-07,-2.635901708e-16
7610,7.610000000e-09,6.750725011e-16,1.411354631e-20,4.126030269e-16,1.629843407e+04,4.500530379e-07,-2.624835877e-16
7620,7.620000000e-09,6.739127201e-16,1.398714543e-20,4.125982904e-16,1.627043321e+04,4.492798111e-07,-2.613284169e-16
7630,7.630000000e-09,6.728450049e-16,1.398066607e-20,4.126002564e-16,1.624465511e+04,4.485679967e-07,-2.602587292e-16
7640,7.640000000e-09,6.716517847e-16,1.405535968e-20,4.126039193e-16,1.621584691e+04,4.477725391e-07,-2.590619208e-16
7650,7.650000000e-09,6.705399149e-16,1.413176264e-20,4.125994301e-16,1.618900278e+04,4.470312951e-07,-2.579546166e-16
7660,7.660000000e-09,6.695129025e-16,1.388354221e-20,4.125991830e-16,1.616420738e+04,4.463465591e-07,-2.569276030e-16
7670,7.670000000e-09,6.685423408e-16,1.371792108e-20,4.125942661e-16,1.614077488e+04,4.456994653e-07,-2.559617927e-16
7680,7.680000000e-09,6.675517135e-16,1.375042877e-20,4.125904971e-16,1.611685793e+04,4.450390399e-07,-2.549749669e-16
7690,7.690000000e-09,6.665776680e-16,1.358582157e-20,4.125874122e-16,1.609334132e+04,4.443896392e-07,-2.540038416e-16
7700,7.700000000e-09,6.656538859e-16,1.340663536e-20,4.125875190e-16,1.607103823e+04,4.437737267e-07,-2.530797736e-16
7710,7.710000000e-09,6.647683947e-16,1.326178580e-20,4.125794347e-16,1.604965961e+04,4.431833500e-07,-2.522022217e-16
7720,7.720000000e-09,6.640599687e-16,1.315094617e-20,4.125676885e-16,1.603255591e+04,4.427110293e-07,-2.515054312e-16
7730,7.730000000e-09,6.634745689e-16,1.320887896e-20,4.125660793e-16,1.601842247e+04,4.423207779e-07,-2.509216984e-16
7740,7.740000000e-09,6.629121863e-16,1.316055158e-20,4.125669743e-16,1.600484473e+04,4.419458238e-07,-2.503583725e-16
7750,7.750000000e-09,6.623067399e-16,1.295290163e-20,4.125722445e-16,1.599022730e+04,4.415421443e-07,-2.497474483e-16
7760,7.760000000e-09,6.617805675e-16,1.285905441e-20,4.125722138e-16,1.597752379e+04,4.411913313e-07,-2.492212128e-16
7770,7.770000000e-09,6.612909833e-16,1.287748491e-20,4.125638183e-16,1.596570365e+04,4.408649462e-07,-2.487400424e-16
7780,7.780000000e-09,6.608981166e-16,1.275197050e-20,4.125585008e-16,1.595621858e+04,4.406029963e-07,-2.483523678e-16
7790,7.790000000e-09,6.604471444e-16,1.281110531e-20,4.125721728e-16,1.594533065e+04,4.403023658e-07,-2.478877827e-16
7800,7.800000000e-09,6.597641767e-16,1.280158159e-20,4.125716243e-16,1.592884160e+04,4.398470509e-07,-2.472053541e-16
7810,7.810000000e-09,6.591946618e-16,1.277900285e-20,4.125672773e-16,1.591509167e+04,4.394673666e-07,-2.466401635e-16
7820,7.820000000e-09,6.587432456e-16,1.269157961e-20,4.125653397e-16,1.590419302e+04,4.391663935e-07,-2.461905974e-16
7830,7.830000000e-09,6.582796113e-16,1.266340598e-20,4.125697669e-16,1.589299939e+04,4.388572943e-07,-2.457225077e-16
7840,7.840000000e-09,6.577189336e-16,1.265682276e-20,4.125669392e-16,1.587946281e+04,4.384835078e-07,-2.451646513e-16
7850,7.850000000e-09,6.572826928e-16,1.265051214e-20,4.125609903e-16,1.586893055e+04,4.381926775e-07,-2.447343530e-16
7860,7.860000000e-09,6.568689748e-16,1.262413953e-20,4.125586402e-16,1.585894206e+04,4.379168566e-07,-2.443229587e-16
7870,7.870000000e-09,6.564113505e-16,1.248022384e-20,4.125594516e-16,1.584789353e+04,4.376117270e-07,-2.438643792e-16
7880,7.880000000e-09,6.560445876e-16,1.249633868e-20,4.125556448e-16,1.583903868e+04,4.373672233e-07,-2.435014391e-16
7890,7.890000000e-09,6.557234241e-16,1.253488657e-20,4.125499774e-16,1.583128476e+04,4.371531269e-07,-2.431859817e-16
7900,7.900000000e-09,6.554511439e-16,1.252855386e-20,4.125492839e-16,1.582471103e+04,4.369716048e-07,-2.429143885e-16
7910,7.910000000e-09,6.551369454e-16,1.251208498e-20,4.125572476e-16,1.581712527e+04,4.367621337e-07,-2.425922100e-16
7920,7.920000000e-09,6.547525948e-16,1.256360263e-20,4.125602051e-16,1.580784580e+04,4.365059172e-07,-2.422049533e-16
7930,7.930000000e-09,6.543403607e-16,1.273067520e-20,4.125516740e-16,1.579789313e+04,4.362311492e-07,-2.418014174e-16
7940,7.940000000e-09,6.540429577e-16,1.279891920e-20,4.125503542e-16,1.579071286e+04,4.360329035e-07,-2.415054025e-16
7950,7.950000000e-09,6.536629672e-16,1.290170554e-20,4.125475278e-16,1.578153866e+04,4.357796108e-07,-2.411283412e-16
7960,7.960000000e-09,6.534047241e-16,1.286263485e-20,4.125414439e-16,1.577530384e+04,4.356074355e-07,-2.408761429e-16
7970,7.970000000e-09,6.531370147e-16,1.269016278e-20,4.125403306e-16,1.576884047e+04,4.354289057e-07,-2.406093743e-16
7980,7.980000000e-09,6.528907907e-16,1.253961625e-20,4.125440925e-16,1.576289582e+04,4.352647124e-07,-2.403592378e-16
7990,7.990000000e-09,6.525964436e-16,1.249874763e-20,4.125485653e-16,1.575578933e+04,4.350684610e-07,-2.400603770e-16
8000,8.000000000e-09,6.523373591e-16,1.231034108e-20,4.125385597e-16,1.574953419e+04,4.348956774e-07,-2.398111097e-16
8010,8.010000000e-09,6.521279365e-16,1.224368388e-20,4.125433164e-16,1.574447806e+04,4.347560397e-07,-2.395968638e-16
8020,8.020000000e-09,6.519122519e-16,1.212439068e-20,4.125422588e-16,1.573927073e+04,4.346122099e-07,-2.393821175e-16
8030,8.030000000e-09,6.517216983e-16,1.195940631e-20,4.125403534e-16,1.573467015e+04,4.344851193e-07,-2.391933043e-16
8040,8.040000000e-09,6.514319461e-16,1.186106087e-20,4.125407983e-16,1.572767460e+04,4.342919178e-07,-2.389030089e-16
8050,8.050000000e-09,6.510105141e-16,1.175867265e-20,4.125497327e-16,1.571749987e+04,4.340109300e-07,-2.384725401e-16
8060,8.060000000e-09,6.505520564e-16,1.176647077e-20,4.125514934e-16,1.570643121e+04,4.337053019e-07,-2.380123295e-16
8070,8.070000000e-09,6.500757731e-16,1.184124283e-20,4.125551154e-16,1.569493219e+04,4.333877962e-07,-2.375324990e-16
8080,8.080000000e-09,6.494513721e-16,1.194002076e-20,4.125604707e-16,1.567985713e+04,4.329715610e-07,-2.369028414e-16
8090,8.090000000e-09,6.489274391e-16,1.198144622e-20,4.125592825e-16,1.566720769e+04,4.326222859e-07,-2.363801380e-16
8100,8.100000000e-09,6.484476898e-16,1.195321667e-20,4.125597942e-16,1.565562499e+04,4.323024438e-07,-2.358998488e-16
8110,8.110000000e-09,6.480822217e-16,1.188903425e-20,4.125554910e-16,1.564680141e+04,4.320587779e-07,-2.355386198e-16
8120,8.120000000e-09,6.477757551e-16,1.188025597e-20,4.125539290e-16,1.563940232e+04,4.318544651e-07,-2.352337063e-16
8130,8.130000000e-09,6.475531364e-16,1.195703296e-20,4.125486891e-16,1.563402758e+04,4.317060784e-07,-2.350164043e-16
8140,8.140000000e-09,6.474677605e-16,1.207695485e-20,4.125422800e-16,1.563196633e+04,4.316491991e-07,-2.349375574e-16
8150,8.150000000e-09,6.475501281e-16,1.213725059e-20,4.125451626e-16,1.563395495e+04,4.317041307e-07,-2.350171027e-16
8160,8.160000000e-09,6.476332696e-16,1.218064015e-20,4.125447637e-16,1.563596226e+04,4.317595730e-07,-2.351006865e-16
8170,8.170000000e-09,6.477639018e-16,1.221783978e-20,4.125343225e-16,1.563911614e+04,4.318466742e-07,-2.352417971e-16
8180,8.180000000e-09,6.479988459e-16,1.233174566e-20,4.125330043e-16,1.564478845e+04,4.320033410e-07,-2.354781733e-16
8190,8.190000000e-09,6.480364395e-16,1.249597586e-20,4.125440577e-16,1.564569608e+04,4.320284559e-07,-2.355048778e-16
8200,8.200000000e-09,6.481107712e-16,1.244361433e-20,4.125377321e-16,1.564749069e+04,4.320779951e-07,-2.355854828e-16
8210,8.210000000e-09,6.482683532e-16,1.247541917e-20,4.125324272e-16,1.565129523e+04,4.321830636e-07,-2.357484014e-16
8220,8.220000000e-09,6.485163026e-16,1.259605041e-20,4.125237724e-16,1.565728153e+04,4.323484000e-07,-2.360051262e-16
8230,8.230000000e-09,6.489045095e-16,1.261101218e-20,4.125168480e-16,1.566665410e+04,4.326072143e-07,-2.364002725e-16
8240,8.240000000e-09,6.492352181e-16,1.272133529e-20,4.125224007e-16,1.567463847e+04,4.328277183e-07,-2.367255387e-16
8250,8.250000000e-09,6.496680868e-16,1.269298099e-20,4.125108803e-16,1.568508933e+04,4.331162887e-07,-2.371698995e-16
8260,8.260000000e-09,6.501723267e-16,1.270737361e-20,4.125130747e-16,1.569726331e+04,4.334524534e-07,-2.376719593e-16
8270,8.270000000e-09,6.506109892e-16,1.270386734e-20,4.125094324e-16,1.570785404e+04,4.337448942e-07,-2.381142607e-16
8280,8.280000000e-09,6.511662847e-16,1.274915196e-20,4.124970313e-16,1.572126067e+04,4.341151070e-07,-2.386820026e-16
8290,8.290000000e-09,6.518609689e-16,1.266674526e-20,4.124927901e-16,1.573803259e+04,4.345782627e-07,-2.393808455e-16
8300,8.300000000e-09,6.526763700e-16,1.285343183e-20,4.124909360e-16,1.575771902e+04,4.351218659e-07,-2.401982875e-16
8310,8.310000000e-09,6.535972513e-16,1.296689967e-20,4.124910041e-16,1.577995207e+04,4.357358230e-07,-2.411192141e-16
