step,time_s,KE_J,PE_J,Etot_J,T_kin_K,P_Pa,Uext_J
2080,2.080000000e-09,5.657820795e-16,6.728765136e-21,4.123239027e-16,1.365980973e+04,3.771902964e-07,-1.534649055e-16
2090,2.090000000e-09,5.690246958e-16,7.101654297e-21,4.123270131e-16,1.373809698e+04,3.793521639e-07,-1.567047844e-16
2100,2.100000000e-09,5.722903526e-16,7.460246646e-21,4.123251039e-16,1.381694050e+04,3.815293877e-07,-1.599727090e-16
2110,2.110000000e-09,5.755207076e-16,7.766951051e-21,4.123273693e-16,1.389493172e+04,3.836830597e-07,-1.632011053e-16
2120,2.120000000e-09,5.788437460e-16,8.079416204e-21,4.123244622e-16,1.397516062e+04,3.858985226e-07,-1.665273632e-16
2130,2.130000000e-09,5.821825921e-16,8.312719475e-21,4.123184895e-16,1.405577116e+04,3.881244982e-07,-1.698724153e-16
2140,2.140000000e-09,5.856149453e-16,8.535692905e-21,4.123153938e-16,1.413863927e+04,3.904128085e-07,-1.733080872e-16
2150,2.150000000e-09,5.890601486e-16,8.911043154e-21,4.123128425e-16,1.422181763e+04,3.927097344e-07,-1.767562171e-16
2160,2.160000000e-09,5.925044535e-16,9.142570525e-21,4.123096209e-16,1.430497429e+04,3.950060208e-07,-1.802039751e-16
2170,2.170000000e-09,5.959881781e-16,9.490439969e-21,4.123112816e-16,1.438908267e+04,3.973286139e-07,-1.836863870e-16
2180,2.180000000e-09,5.995064690e-16,9.710281478e-21,4.123093342e-16,1.447402560e+04,3.996742152e-07,-1.872068452e-16
2190,2.190000000e-09,6.030488477e-16,1.002785496e-20,4.123138556e-16,1.455955008e+04,4.020359053e-07,-1.907450200e-16
2200,2.200000000e-09,6.065943342e-16,1.029662521e-20,4.123086511e-16,1.464514959e+04,4.043996535e-07,-1.942959797e-16
2210,2.210000000e-09,6.102156008e-16,1.047428145e-20,4.123083633e-16,1.473257868e+04,4.068138915e-07,-1.979177118e-16
2220,2.220000000e-09,6.136802420e-16,1.078347134e-20,4.123189050e-16,1.481622633e+04,4.091237554e-07,-2.013721204e-16
2230,2.230000000e-09,6.170941108e-16,1.116028713e-20,4.123249417e-16,1.489864817e+04,4.113997932e-07,-2.047803294e-16
2240,2.240000000e-09,6.203949045e-16,1.166977323e-20,4.123277864e-16,1.497834000e+04,4.136004840e-07,-2.080787879e-16
2250,2.250000000e-09,6.236976449e-16,1.192071993e-20,4.123311790e-16,1.505807884e+04,4.158024008e-07,-2.113783867e-16
2260,2.260000000e-09,6.269889633e-16,1.218929436e-20,4.123337053e-16,1.513754192e+04,4.179967018e-07,-2.146674472e-16
2270,2.270000000e-09,6.302086730e-16,1.240592763e-20,4.123351233e-16,1.521527613e+04,4.201432502e-07,-2.178859557e-16
2280,2.280000000e-09,6.334760295e-16,1.261061275e-20,4.123244487e-16,1.529416068e+04,4.223215559e-07,-2.211641913e-16
2290,2.290000000e-09,6.369204147e-16,1.275774654e-20,4.123173289e-16,1.537731928e+04,4.246178701e-07,-2.246158435e-16
2300,2.300000000e-09,6.404024100e-16,1.312181608e-20,4.123142340e-16,1.546138591e+04,4.269393126e-07,-2.281012979e-16
2310,2.310000000e-09,6.438396227e-16,1.333179594e-20,4.123221795e-16,1.554437135e+04,4.292308700e-07,-2.315307750e-16
2320,2.320000000e-09,6.471537131e-16,1.375639223e-20,4.123234167e-16,1.562438421e+04,4.314403927e-07,-2.348440529e-16
2330,2.330000000e-09,6.503954504e-16,1.410988403e-20,4.123321552e-16,1.570265024e+04,4.336016683e-07,-2.380774051e-16
2340,2.340000000e-09,6.534748919e-16,1.449747980e-20,4.123320613e-16,1.577699792e+04,4.356547581e-07,-2.411573281e-16
2350,2.350000000e-09,6.566810670e-16,1.488741482e-20,4.123253754e-16,1.585440536e+04,4.377923360e-07,-2.443705790e-16
2360,2.360000000e-09,6.599631913e-16,1.514486555e-20,4.123209387e-16,1.593364645e+04,4.399805062e-07,-2.476573975e-16
2370,2.370000000e-09,6.632036685e-16,1.530960385e-20,4.123175620e-16,1.601188206e+04,4.421408804e-07,-2.509014161e-16
2380,2.380000000e-09,6.663702992e-16,1.554354780e-20,4.123191742e-16,1.608833477e+04,4.442520461e-07,-2.540666686e-16
2390,2.390000000e-09,6.694419620e-16,1.586051675e-20,4.123178851e-16,1.616249464e+04,4.462999264e-07,-2.571399374e-16
2400,2.400000000e-09,6.725559657e-16,1.612623875e-20,4.123152008e-16,1.623767677e+04,4.483760180e-07,-2.602568912e-16
2410,2.410000000e-09,6.755734236e-16,1.650496556e-20,4.123315248e-16,1.631052796e+04,4.503877843e-07,-2.632584038e-16
2420,2.420000000e-09,6.785272995e-16,1.701365907e-20,4.123304135e-16,1.638184408e+04,4.523572022e-07,-2.662138997e-16
2430,2.430000000e-09,6.815319830e-16,1.747675566e-20,4.123232620e-16,1.645438686e+04,4.543604788e-07,-2.692261978e-16
2440,2.440000000e-09,6.845644709e-16,1.794397651e-20,4.123518734e-16,1.652760093e+04,4.563822936e-07,-2.722305415e-16
2450,2.450000000e-09,6.874506500e-16,1.852943024e-20,4.123566911e-16,1.659728263e+04,4.583066049e-07,-2.751124883e-16
2460,2.460000000e-09,6.902369084e-16,1.895586109e-20,4.123635827e-16,1.666455192e+04,4.601642515e-07,-2.778922816e-16
2470,2.470000000e-09,6.930370496e-16,1.926007415e-20,4.123620700e-16,1.673215639e+04,4.620311165e-07,-2.806942397e-16
2480,2.480000000e-09,6.957729378e-16,1.971773044e-20,4.123654324e-16,1.679820958e+04,4.638551906e-07,-2.834272231e-16
2490,2.490000000e-09,6.984655852e-16,1.994466408e-20,4.123689579e-16,1.686321880e+04,4.656503682e-07,-2.861165719e-16
2500,2.500000000e-09,7.009622871e-16,2.032827587e-20,4.123800156e-16,1.692349726e+04,4.673149634e-07,-2.886025997e-16
2510,2.510000000e-09,7.034373445e-16,2.054596662e-20,4.123843693e-16,1.698325315e+04,4.689650759e-07,-2.910735212e-16
2520,2.520000000e-09,7.057408558e-16,2.095667213e-20,4.123900863e-16,1.703886737e+04,4.705008857e-07,-2.933717262e-16
2530,2.530000000e-09,7.079831602e-16,2.128118852e-20,4.123990051e-16,1.709300385e+04,4.719958638e-07,-2.956054362e-16
2540,2.540000000e-09,7.102206187e-16,2.152705079e-20,4.124028308e-16,1.714702334e+04,4.734875867e-07,-2.978393149e-16
2550,2.550000000e-09,7.123777705e-16,2.169996448e-20,4.123967762e-16,1.719910396e+04,4.749257647e-07,-3.000026943e-16
2560,2.560000000e-09,7.143787557e-16,2.215944666e-20,4.124023007e-16,1.724741422e+04,4.762598893e-07,-3.019986144e-16
2570,2.570000000e-09,7.163456582e-16,2.256153820e-20,4.124054111e-16,1.729490161e+04,4.775712908e-07,-3.039628087e-16
2580,2.580000000e-09,7.183778728e-16,2.286758780e-20,4.124075347e-16,1.734396584e+04,4.789262021e-07,-3.059932057e-16
2590,2.590000000e-09,7.204686052e-16,2.304679580e-20,4.124006438e-16,1.739444288e+04,4.803200864e-07,-3.080910083e-16
2600,2.600000000e-09,7.226191096e-16,2.325975440e-20,4.123914831e-16,1.744636302e+04,4.817538253e-07,-3.102508863e-16
2610,2.610000000e-09,7.249056269e-16,2.353405629e-20,4.123929236e-16,1.750156694e+04,4.832782612e-07,-3.125362373e-16
2620,2.620000000e-09,7.270314591e-16,2.404931166e-20,4.124003617e-16,1.755289141e+04,4.846956515e-07,-3.146551467e-16
2630,2.630000000e-09,7.291282011e-16,2.436218027e-20,4.123970114e-16,1.760351354e+04,4.860935845e-07,-3.167555519e-16
2640,2.640000000e-09,7.311342418e-16,2.461277855e-20,4.124053095e-16,1.765194585e+04,4.874310304e-07,-3.187535451e-16
2650,2.650000000e-09,7.329888400e-16,2.480640022e-20,4.124129051e-16,1.769672186e+04,4.886674941e-07,-3.206007414e-16
2660,2.660000000e-09,7.347501637e-16,2.487149253e-20,4.124051414e-16,1.773924591e+04,4.898417671e-07,-3.223698938e-16
2670,2.670000000e-09,7.365511590e-16,2.527915983e-20,4.124066840e-16,1.778272776e+04,4.910425317e-07,-3.241697542e-16
2680,2.680000000e-09,7.383409451e-16,2.547934525e-20,4.124067002e-16,1.782593899e+04,4.922357932e-07,-3.259597242e-16
2690,2.690000000e-09,7.399656986e-16,2.584620771e-20,4.124212699e-16,1.786516579e+04,4.933190781e-07,-3.275702749e-16
2700,2.700000000e-09,7.414767697e-16,2.602885543e-20,4.124153267e-16,1.790164794e+04,4.943265211e-07,-3.290874719e-16
2710,2.710000000e-09,7.429870304e-16,2.626312646e-20,4.124219129e-16,1.793811052e+04,4.953334389e-07,-3.305913806e-16
2720,2.720000000e-09,7.443754553e-16,2.633973961e-20,4.124316681e-16,1.797163158e+04,4.962590825e-07,-3.319701269e-16
2730,2.730000000e-09,7.455930874e-16,2.651609396e-20,4.124529484e-16,1.800102916e+04,4.970708881e-07,-3.331666551e-16
2740,2.740000000e-09,7.465800495e-16,2.652058831e-20,4.124688217e-16,1.802485762e+04,4.977288713e-07,-3.341377484e-16
2750,2.750000000e-09,7.473753599e-16,2.657160284e-20,4.124733492e-16,1.804405899e+04,4.982590940e-07,-3.349285823e-16
2760,2.760000000e-09,7.481118678e-16,2.665302408e-20,4.124747009e-16,1.806184067e+04,4.987501279e-07,-3.356638200e-16
2770,2.770000000e-09,7.488073235e-16,2.693046489e-20,4.124764231e-16,1.807863122e+04,4.992138432e-07,-3.363578308e-16
2780,2.780000000e-09,7.493806877e-16,2.679962166e-20,4.124849155e-16,1.809247409e+04,4.995960562e-07,-3.369225718e-16
2790,2.790000000e-09,7.497933258e-16,2.686334081e-20,4.124980008e-16,1.810243651e+04,4.998711696e-07,-3.373221884e-16
2800,2.800000000e-09,7.499640067e-16,2.700292249e-20,4.125103697e-16,1.810655730e+04,4.999849999e-07,-3.374806400e-16
2810,2.810000000e-09,7.497958951e-16,2.674683527e-20,4.125313805e-16,1.810249854e+04,4.998728460e-07,-3.372912614e-16
2820,2.820000000e-09,7.493815387e-16,2.640291316e-20,4.125331081e-16,1.809249463e+04,4.995965153e-07,-3.368748335e-16
2830,2.830000000e-09,7.490023979e-16,2.639333886e-20,4.125413598e-16,1.808334095e+04,4.993437305e-07,-3.364874314e-16
2840,2.840000000e-09,7.485783970e-16,2.651791400e-20,4.125335625e-16,1.807310420e+04,4.990611021e-07,-3.360713525e-16
2850,2.850000000e-09,7.481466779e-16,2.644889143e-20,4.125454716e-16,1.806268110e+04,4.987732664e-07,-3.356276552e-16
2860,2.860000000e-09,7.476538978e-16,2.630399926e-20,4.125503793e-16,1.805078379e+04,4.984446989e-07,-3.351298225e-16
2870,2.870000000e-09,7.470830874e-16,2.616764306e-20,4.125513330e-16,1.803700258e+04,4.980641147e-07,-3.345579221e-16
2880,2.880000000e-09,7.463369339e-16,2.609469240e-20,4.125595095e-16,1.801898802e+04,4.975666521e-07,-3.338035191e-16
2890,2.890000000e-09,7.454117039e-16,2.586867164e-20,4.125678917e-16,1.799664998e+04,4.969497571e-07,-3.328696809e-16
2900,2.900000000e-09,7.441935428e-16,2.559107354e-20,4.125781890e-16,1.796723963e+04,4.961375588e-07,-3.316409449e-16
2910,2.910000000e-09,7.427430842e-16,2.545892979e-20,4.125898562e-16,1.793222087e+04,4.951705410e-07,-3.301786869e-16
2920,2.920000000e-09,7.411294791e-16,2.528197289e-20,4.125881717e-16,1.789326322e+04,4.940947465e-07,-3.285665894e-16
2930,2.930000000e-09,7.395262105e-16,2.509538321e-20,4.125895364e-16,1.785455513e+04,4.930258382e-07,-3.269617695e-16
2940,2.940000000e-09,7.378365734e-16,2.492440447e-20,4.125941009e-16,1.781376182e+04,4.918993549e-07,-3.252673969e-16
2950,2.950000000e-09,7.362049712e-16,2.462847128e-20,4.125837040e-16,1.777436967e+04,4.908115216e-07,-3.236458956e-16
2960,2.960000000e-09,7.346618102e-16,2.428326871e-20,4.125817102e-16,1.773711277e+04,4.897826321e-07,-3.221043832e-16
2970,2.970000000e-09,7.330739300e-16,2.387668887e-20,4.125861643e-16,1.769877620e+04,4.887239113e-07,-3.205116424e-16
2980,2.980000000e-09,7.312959379e-16,2.351468121e-20,4.126034550e-16,1.765584972e+04,4.875384623e-07,-3.187159976e-16
2990,2.990000000e-09,7.293050890e-16,2.320287853e-20,4.126128715e-16,1.760778419e+04,4.862111254e-07,-3.167154203e-16
3000,3.000000000e-09,7.272087858e-16,2.294314632e-20,4.126227841e-16,1.755717265e+04,4.848135036e-07,-3.146089449e-16
3010,3.010000000e-09,7.251578934e-16,2.266056670e-20,4.126205058e-16,1.750765747e+04,4.834461473e-07,-3.125600482e-16
3020,3.020000000e-09,7.230636374e-16,2.232954040e-20,4.126178123e-16,1.745709536e+04,4.820498672e-07,-3.104681547e-16
3030,3.030000000e-09,7.210553482e-16,2.218143846e-20,4.126199006e-16,1.740860876e+04,4.807109559e-07,-3.084576290e-16
3040,3.040000000e-09,7.189505176e-16,2.177120637e-20,4.126307343e-16,1.735779134e+04,4.793076000e-07,-3.063415545e-16
3050,3.050000000e-09,7.166270242e-16,2.144636287e-20,4.126336538e-16,1.730169469e+04,4.777584952e-07,-3.040148168e-16
3060,3.060000000e-09,7.144332600e-16,2.108846942e-20,4.126338276e-16,1.724873013e+04,4.762958683e-07,-3.018205210e-16
3070,3.070000000e-09,7.120542333e-16,2.089483013e-20,4.126374829e-16,1.719129273e+04,4.747097822e-07,-2.994376453e-16
3080,3.080000000e-09,7.097064575e-16,2.054910132e-20,4.126291948e-16,1.713460982e+04,4.731444862e-07,-2.970978118e-16
3090,3.090000000e-09,7.074482822e-16,2.026647119e-20,4.126395262e-16,1.708009017e+04,4.716389414e-07,-2.948290225e-16
3100,3.100000000e-09,7.051436707e-16,1.985181687e-20,4.126385095e-16,1.702444939e+04,4.701023965e-07,-2.925250130e-16
3110,3.110000000e-09,7.028081464e-16,1.944229232e-20,4.126475039e-16,1.696806228e+04,4.685452478e-07,-2.901800849e-16
3120,3.120000000e-09,7.003809701e-16,1.912066608e-20,4.126479121e-16,1.690946239e+04,4.669270190e-07,-2.877521787e-16
3130,3.130000000e-09,6.978648418e-16,1.881394390e-20,4.126612092e-16,1.684871491e+04,4.652494937e-07,-2.852224465e-16
3140,3.140000000e-09,6.951129654e-16,1.842667011e-20,4.126627503e-16,1.678227571e+04,4.634147816e-07,-2.824686417e-16
3150,3.150000000e-09,6.922836050e-16,1.808312179e-20,4.126580392e-16,1.671396580e+04,4.615284290e-07,-2.796436489e-16
3160,3.160000000e-09,6.895194208e-16,1.767525638e-20,4.126563848e-16,1.664722945e+04,4.596855015e-07,-2.768807112e-16
3170,3.170000000e-09,6.867387369e-16,1.714177845e-20,4.126507722e-16,1.658009475e+04,4.578315375e-07,-2.741051065e-16
3180,3.180000000e-09,6.840637666e-16,1.668448216e-20,4.126472289e-16,1.651551231e+04,4.560480723e-07,-2.714332221e-16
3190,3.190000000e-09,6.814850601e-16,1.637049529e-20,4.126351139e-16,1.645325399e+04,4.543288292e-07,-2.688663167e-16
3200,3.200000000e-09,6.790149451e-16,1.600274284e-20,4.126363627e-16,1.639361743e+04,4.526819636e-07,-2.663945852e-16
3210,3.210000000e-09,6.766794722e-16,1.568812757e-20,4.126376769e-16,1.633723155e+04,4.511248767e-07,-2.640574835e-16
3220,3.220000000e-09,6.742809545e-16,1.534628158e-20,4.126379297e-16,1.627932358e+04,4.495257500e-07,-2.616583711e-16
3230,3.230000000e-09,6.717987647e-16,1.487018415e-20,4.126425121e-16,1.621939549e+04,4.478707993e-07,-2.591711228e-16
3240,3.240000000e-09,6.693661095e-16,1.442063313e-20,4.126394328e-16,1.616066332e+04,4.462488799e-07,-2.567410973e-16
3250,3.250000000e-09,6.668546326e-16,1.409242857e-20,4.126393955e-16,1.610002814e+04,4.445744521e-07,-2.542293295e-16
3260,3.260000000e-09,6.644072025e-16,1.380043396e-20,4.126376771e-16,1.604093926e+04,4.429427341e-07,-2.517833258e-16
3270,3.270000000e-09,6.618625116e-16,1.344686468e-20,4.126329086e-16,1.597950219e+04,4.412461572e-07,-2.492430499e-16
3280,3.280000000e-09,6.593217304e-16,1.310128892e-20,4.126376127e-16,1.591815951e+04,4.395521875e-07,-2.466972189e-16
3290,3.290000000e-09,6.566134609e-16,1.293274933e-20,4.126473402e-16,1.585277313e+04,4.377466168e-07,-2.439790534e-16
3300,3.300000000e-09,6.538388342e-16,1.269927882e-20,4.126445770e-16,1.578578466e+04,4.358967940e-07,-2.412069565e-16
3310,3.310000000e-09,6.511272212e-16,1.264775582e-20,4.126404050e-16,1.572031755e+04,4.340890283e-07,-2.384994640e-16
3320,3.320000000e-09,6.484434172e-16,1.236318049e-20,4.126461450e-16,1.565552184e+04,4.322997299e-07,-2.358096354e-16
3330,3.330000000e-09,6.456741190e-16,1.203615663e-20,4.126412787e-16,1.558866202e+04,4.304534242e-07,-2.330448764e-16
3340,3.340000000e-09,6.431052564e-16,1.173951961e-20,4.126329541e-16,1.552664137e+04,4.287407504e-07,-2.304840418e-16
3350,3.350000000e-09,6.404930946e-16,1.141011590e-20,4.126464572e-16,1.546357533e+04,4.269991998e-07,-2.278580475e-16
3360,3.360000000e-09,6.378377021e-16,1.105777254e-20,4.126445727e-16,1.539946557e+04,4.252288203e-07,-2.252041871e-16
3370,3.370000000e-09,6.352568612e-16,1.061450045e-20,4.126444434e-16,1.533715572e+04,4.235081160e-07,-2.226230324e-16
3380,3.380000000e-09,6.325829684e-16,1.034552809e-20,4.126397677e-16,1.527259930e+04,4.217254274e-07,-2.199535462e-16
3390,3.390000000e-09,6.299619909e-16,1.000899593e-20,4.126326703e-16,1.520932042e+04,4.199779986e-07,-2.173393296e-16
3400,3.400000000e-09,6.272616533e-16,9.706686946e-21,4.126296512e-16,1.514412554e+04,4.181776769e-07,-2.146417089e-16
3410,3.410000000e-09,6.246547757e-16,9.556239061e-21,4.126258869e-16,1.508118708e+04,4.164397032e-07,-2.120384450e-16
3420,3.420000000e-09,6.220394430e-16,9.545704671e-21,4.126188571e-16,1.501804448e+04,4.146961138e-07,-2.094301316e-16
3430,3.430000000e-09,6.194847173e-16,9.244493010e-21,4.126100199e-16,1.495636514e+04,4.129928903e-07,-2.068839419e-16
3440,3.440000000e-09,6.169400484e-16,8.993510908e-21,4.126117924e-16,1.489492860e+04,4.112963630e-07,-2.043372496e-16
3450,3.450000000e-09,6.143985540e-16,8.700841703e-21,4.126137437e-16,1.483356871e+04,4.096019385e-07,-2.017935112e-16
3460,3.460000000e-09,6.119960471e-16,8.533535045e-21,4.126032521e-16,1.477556442e+04,4.080002092e-07,-1.994013285e-16
3470,3.470000000e-09,6.096951168e-16,8.292953177e-21,4.125989755e-16,1.472001252e+04,4.064661756e-07,-1.971044342e-16
3480,3.480000000e-09,6.075265608e-16,8.068341287e-21,4.125961155e-16,1.466765656e+04,4.050203971e-07,-1.949385136e-16
3490,3.490000000e-09,6.053473942e-16,7.968008809e-21,4.125987419e-16,1.461504443e+04,4.035675845e-07,-1.927566203e-16
3500,3.500000000e-09,6.031965405e-16,7.839748743e-21,4.125942597e-16,1.456311586e+04,4.021336372e-07,-1.906101206e-16
3510,3.510000000e-09,6.011734144e-16,7.518853822e-21,4.125847816e-16,1.451427105e+04,4.007847833e-07,-1.885961516e-16
3520,3.520000000e-09,5.992614979e-16,7.388448228e-21,4.125837729e-16,1.446811120e+04,3.995101275e-07,-1.866851135e-16
3530,3.530000000e-09,5.974179135e-16,7.345892075e-21,4.125831264e-16,1.442360111e+04,3.982810556e-07,-1.848421330e-16
3540,3.540000000e-09,5.955241448e-16,7.301932627e-21,4.125941761e-16,1.437787941e+04,3.970185294e-07,-1.829372707e-16
3550,3.550000000e-09,5.935518401e-16,7.230584182e-21,4.125948230e-16,1.433026159e+04,3.957036346e-07,-1.809642477e-16
3560,3.560000000e-09,5.916491970e-16,6.989300074e-21,4.125893552e-16,1.428432563e+04,3.944351302e-07,-1.790668311e-16
3570,3.570000000e-09,5.897570040e-16,6.974082501e-21,4.125965428e-16,1.423864197e+04,3.931736602e-07,-1.771674352e-16
3580,3.580000000e-09,5.880076253e-16,6.890462008e-21,4.125832372e-16,1.419640631e+04,3.920073807e-07,-1.754312786e-16
3590,3.590000000e-09,5.864174371e-16,6.829728411e-21,4.125783719e-16,1.415801402e+04,3.909472336e-07,-1.738458949e-16
3600,3.600000000e-09,5.849481939e-16,6.729172980e-21,4.125810341e-16,1.412254174e+04,3.899677046e-07,-1.723738889e-16
3610,3.610000000e-09,5.835612460e-16,6.563441631e-21,4.125718637e-16,1.408905633e+04,3.890430181e-07,-1.709959458e-16
3620,3.620000000e-09,5.822980847e-16,6.412636273e-21,4.125693481e-16,1.405855953e+04,3.882008612e-07,-1.697351492e-16
3630,3.630000000e-09,5.810592343e-16,6.359987186e-21,4.125664954e-16,1.402864967e+04,3.873749440e-07,-1.684990989e-16
3640,3.640000000e-09,5.798740230e-16,6.419153643e-21,4.125624890e-16,1.400003484e+04,3.865848184e-07,-1.673179532e-16
3650,3.650000000e-09,5.787768929e-16,6.226517653e-21,4.125560564e-16,1.397354657e+04,3.858533395e-07,-1.662270630e-16
3660,3.660000000e-09,5.778718719e-16,6.229047301e-21,4.125452096e-16,1.395169644e+04,3.852499904e-07,-1.653328914e-16
3670,3.670000000e-09,5.771021198e-16,6.211184254e-21,4.125509322e-16,1.393311213e+04,3.847368133e-07,-1.645573987e-16
3680,3.680000000e-09,5.763695506e-16,6.211147158e-21,4.125444166e-16,1.391542554e+04,3.842483997e-07,-1.638313451e-16
3690,3.690000000e-09,5.758330304e-16,5.969597995e-21,4.125431827e-16,1.390247221e+04,3.838906792e-07,-1.632958174e-16
3700,3.700000000e-09,5.753180139e-16,6.086811430e-21,4.125470829e-16,1.389003804e+04,3.835473711e-07,-1.627770178e-16
3710,3.710000000e-09,5.747643774e-16,6.085621883e-21,4.125487398e-16,1.387667146e+04,3.831782806e-07,-1.622217233e-16
3720,3.720000000e-09,5.742797584e-16,6.104332850e-21,4.125446123e-16,1.386497119e+04,3.828552066e-07,-1.617412505e-16
3730,3.730000000e-09,5.739117858e-16,6.183086860e-21,4.125381278e-16,1.385608714e+04,3.826099162e-07,-1.613798411e-16
3740,3.740000000e-09,5.736959621e-16,6.253158311e-21,4.125268281e-16,1.385087646e+04,3.824660570e-07,-1.611753872e-16
3750,3.750000000e-09,5.736151433e-16,6.192387435e-21,4.125245120e-16,1.384892524e+04,3.824121609e-07,-1.610968237e-16
3760,3.760000000e-09,5.735149284e-16,6.255809258e-21,4.125227952e-16,1.384650572e+04,3.823453699e-07,-1.609983890e-16
3770,3.770000000e-09,5.734527039e-16,6.206984616e-21,4.125192662e-16,1.384500342e+04,3.823038722e-07,-1.609396447e-16
3780,3.780000000e-09,5.733854273e-16,6.251145239e-21,4.125210623e-16,1.384337915e+04,3.822590362e-07,-1.608706161e-16
3790,3.790000000e-09,5.733687981e-16,6.377762456e-21,4.125159591e-16,1.384297766e+04,3.822479907e-07,-1.608592168e-16
3800,3.800000000e-09,5.733928517e-16,6.432262170e-21,4.125112121e-16,1.384355840e+04,3.822640445e-07,-1.608880718e-16
3810,3.810000000e-09,5.734171786e-16,6.480406341e-21,4.125181893e-16,1.384414573e+04,3.822802783e-07,-1.609054697e-16
3820,3.820000000e-09,5.734511053e-16,6.558314808e-21,4.125120237e-16,1.384496483e+04,3.823029236e-07,-1.609456400e-16
3830,3.830000000e-09,5.734576152e-16,6.717368122e-21,4.125064121e-16,1.384512200e+04,3.823073142e-07,-1.609579204e-16
3840,3.840000000e-09,5.735279145e-16,6.826367562e-21,4.125085539e-16,1.384681925e+04,3.823542188e-07,-1.610261870e-16
3850,3.850000000e-09,5.736637768e-16,7.137547296e-21,4.125058309e-16,1.385009941e+04,3.824448820e-07,-1.611650834e-16
3860,3.860000000e-09,5.738693813e-16,7.218039601e-21,4.124984698e-16,1.385506336e+04,3.825819919e-07,-1.613781295e-16
3870,3.870000000e-09,5.742304044e-16,7.358098551e-21,4.124893504e-16,1.386377963e+04,3.828227190e-07,-1.617484121e-16
3880,3.880000000e-09,5.747334275e-16,7.380052129e-21,4.124850109e-16,1.387592423e+04,3.831580776e-07,-1.622557967e-16
3890,3.890000000e-09,5.752856514e-16,7.409009821e-21,4.124846241e-16,1.388925670e+04,3.835262376e-07,-1.628084363e-16
3900,3.900000000e-09,5.758690930e-16,7.541819187e-21,4.124769001e-16,1.390334287e+04,3.839152430e-07,-1.633997348e-16
3910,3.910000000e-09,5.765317204e-16,7.699695634e-21,4.124781619e-16,1.391934084e+04,3.843570466e-07,-1.640612582e-16
3920,3.920000000e-09,5.772267756e-16,7.830955775e-21,4.124667793e-16,1.393612172e+04,3.848204606e-07,-1.647678273e-16
3930,3.930000000e-09,5.780711293e-16,7.853028553e-21,4.124575310e-16,1.395650715e+04,3.853833841e-07,-1.656214513e-16
3940,3.940000000e-09,5.789983214e-16,8.238951828e-21,4.124626293e-16,1.397889257e+04,3.860016257e-07,-1.665439311e-16
3950,3.950000000e-09,5.799234901e-16,8.322589370e-21,4.124671880e-16,1.400122913e+04,3.866184336e-07,-1.674646247e-16
3960,3.960000000e-09,5.808433372e-16,8.442499513e-21,4.124634241e-16,1.402343722e+04,3.872317054e-07,-1.683883556e-16
3970,3.970000000e-09,5.817999375e-16,8.366002427e-21,4.124684034e-16,1.404653264e+04,3.878694169e-07,-1.693399000e-16
3980,3.980000000e-09,5.827191386e-16,8.502653832e-21,4.124730758e-16,1.406872513e+04,3.884822601e-07,-1.702545655e-16
3990,3.990000000e-09,5.836307676e-16,8.590271764e-21,4.124671672e-16,1.409073481e+04,3.890900452e-07,-1.711721907e-16
4000,4.000000000e-09,5.847043182e-16,8.724552292e-21,4.124615046e-16,1.411665379e+04,3.898057938e-07,-1.722515381e-16
4010,4.010000000e-09,5.858896801e-16,8.857542947e-21,4.124612375e-16,1.414527226e+04,3.905960726e-07,-1.734373002e-16
4020,4.020000000e-09,5.871098077e-16,8.887633739e-21,4.124547311e-16,1.417473009e+04,3.914095010e-07,-1.746639642e-16
4030,4.030000000e-09,5.883974976e-16,8.931724772e-21,4.124598294e-16,1.420581909e+04,3.922679763e-07,-1.759465999e-16
4040,4.040000000e-09,5.896933120e-16,9.026159607e-21,4.124523004e-16,1.423710424e+04,3.931318823e-07,-1.772500377e-16
4050,4.050000000e-09,5.910654251e-16,8.932539961e-21,4.124503764e-16,1.427023149e+04,3.940465951e-07,-1.786239813e-16
4060,4.060000000e-09,5.924794854e-16,8.909203919e-21,4.124412993e-16,1.430437148e+04,3.949892967e-07,-1.800470953e-16
4070,4.070000000e-09,5.939969917e-16,8.986248154e-21,4.124452369e-16,1.434100899e+04,3.960009947e-07,-1.815607410e-16
4080,4.080000000e-09,5.954814212e-16,9.229051671e-21,4.124488085e-16,1.437684792e+04,3.969906910e-07,-1.830418417e-16
4090,4.090000000e-09,5.969775864e-16,9.341976486e-21,4.124481624e-16,1.441297019e+04,3.979881713e-07,-1.845387660e-16
4100,4.100000000e-09,5.985124621e-16,9.458066973e-21,4.124473052e-16,1.445002705e+04,3.990114604e-07,-1.860746150e-16
4110,4.110000000e-09,6.001189963e-16,9.485399364e-21,4.124451872e-16,1.448881399e+04,4.000824922e-07,-1.876832944e-16
4120,4.120000000e-09,6.016037336e-16,9.482743032e-21,4.124425271e-16,1.452466035e+04,4.010723170e-07,-1.891706893e-16
4130,4.130000000e-09,6.031032630e-16,9.560664667e-21,4.124397277e-16,1.456086384e+04,4.020720303e-07,-1.906730960e-16
4140,4.140000000e-09,6.046909817e-16,9.768362408e-21,4.124322243e-16,1.459919651e+04,4.031305720e-07,-1.922685258e-16
4150,4.150000000e-09,6.063186916e-16,9.761714865e-21,4.124334439e-16,1.463849469e+04,4.042157148e-07,-1.938950095e-16
